Feature.ID	Consensus	Taxon_01	Taxon_02	Taxon_03	Taxon_04	Taxon_05	Taxon_06	Taxon_07	Taxon_08	Taxon_09	Taxon_10	Taxon_11	Taxon_12	Taxon_13	Taxon_14	Taxon_15	Taxon_16	Taxon_17	Taxon_18	Environment	Kingdom	Phylum	Class	Order	Family	Genus	Species
ADS.NPRB.nem.30	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Enoplea	D_15__Enoplia	D_16__Enoplida	D_17__Halalaimus sp. Cr9	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Enoplea	D_3__Enoplida	D_4__Oxystominidae	D_5__Halalaimus	D_6__Halalaimus sp.
ADS.NPRB.nem.31	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Pierrickia	D_6__Pierrickia sp.
ADS.NPRB.nem.34	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Pierrickia	D_6__Pierrickia sp.
ADS.NPRB.nem.35	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
ADS.NPRB.nem.37	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
ADS.NPRB.nem.39	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Chromadorea	D_15__Chromadorida	D_16__Nematoda environmental sample	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Chromadorida	D_4__Chromadoridae	D_5__	D_6__Chromadoridae sp3
ADS.NPRB.nem.40	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Dorylaimopsis	D_6__Dorylaimopsis sp.
ADS.NPRB.nem.41	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
ADS.NPRB.nem.42	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Terschellingia	D_6__Terschellingia
ADS.NPRB.nem.45	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Plectida	D_4__Microlamidae	D_5__	D_6__Microlamidae sp1
ADS.NPRB.nem.46	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Enoplea	D_15__Enoplia	D_16__Enoplida	D_17__Anticoma sp. TCR197	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Enoplea	D_3__Enoplida	D_4__Phanodermatidae	D_5__Micoletzkyia	D_6__Micoletzkyia sp.
ADS.NPRB.nem.47	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Enoplea	D_3__Enoplida	D_4__Oxystominidae	D_5__Oxystomina	D_6__Oxystomina sp.
ADS.NPRB.nem.49	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Chromadorea	D_15__Monhysterida	D_16__Sabatieria pulchra	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
ADS.NPRB.nem.50	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Araeolaimida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
ADS.NPRB.nem.51	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1__Nematoda	D_2__Chromadorea	D_3__Plectida	D_4__Camacolaimida	D_5__Camacolaimus	D_6__Camacolaimus sp.
BOBA.103	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Anticomidae	D_5__Anticoma	D_6__Anticoma sp.
BOBA.105	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.106	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Trefusiidae	D_5__Rhabdocoma	D_6__Rhabdocoma sp.
BOBA.110	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.111	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Anticomidae	D_5__Anticoma	D_6__Anticoma sp.
BOBA.113	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.115	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Anticomidae	D_5__Anticoma	D_6__Anticoma sp.
BOBA.116	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Enchelidiidae	D_5__Calyptronema	D_6__Calyptronema sp.
BOBA.117	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.119	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.120	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Anticomidae	D_5__Anticoma	D_6__Anticoma sp.
BOBA.123	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.124	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Thoracostomopsidae	D_5__Epacanthion	D_6__Epacanthion sp.
BOBA.125	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.126	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.127	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Oncholaimus	D_6__Oncholaimus sp.
BOBA.128	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Anticomidae	D_5__Anticoma	D_6__Anticoma sp.
BOBA.130	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Enchelidiidae	D_5__Calyptronema	D_6__Calyptronema sp.
BOBA.131	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Oncholaimidae	D_5__Viscosia	D_6__Viscosia sp.
BOBA.141	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.145	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Enchelidiidae	D_5__Calyptronema	D_6__Calyptronema sp.
BOBA.147	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Thoracostomopsidae	D_5__Epacanthion	D_6__Epacanthion sp.
BOBA.150	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Anticomidae	D_5__Anticoma	D_6__Anticoma sp.
BOBA.158	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Enchelidiidae	D_5__Calyptronema	D_6__Calyptronema sp.
BOBA.159	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.168	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Dorylaimopsis	D_6__Dorylaimopsis sp.
BOBA.173	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Megadesmolaimus	D_6__Megadesmolaimus sp.
BOBA.177	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.178	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Cyatholaimidae	D_5__Acanthonchus	D_6__Acanthonchus sp.
BOBA.179	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Megadesmolaimus	D_6__Megadesmolaimus sp.
BOBA.181	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Megadesmolaimus	D_6__Megadesmolaimus sp.
BOBA.184	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Metalinhomoeus	D_6__Metalinhomoeus sp.
BOBA.185	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Dorylaimopsis	D_6__Dorylaimopsis sp.
BOBA.193	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.194	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Enoplea	D_15__Enoplia	D_16__Enoplida	D_17__Thoracostoma trachygaster	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Leptsomatidae	D_5__Thoracostoma	D_6__Thoracostoma sp.
BOBA.195	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Enoplea	D_15__Enoplia	D_16__Enoplida	D_17__Thoracostoma trachygaster	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Enoplea	D_3__Enoplida	D_4__Leptsomatidae	D_5__Thoracostoma	D_6__Thoracostoma sp.
BOBA.205	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Megadesmolaimus	D_6__Megadesmolaimus sp.
BOBA.206	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.207	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Chromadoridae	D_5__Hypodontolaimus	D_6__Hypodontolaimus sp.
BOBA.208	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.209	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Desmolaimus	D_6__Desmolaimus sp.
BOBA.213	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.215	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Cyatholaimidae	D_5__Paracanthonchus	D_6__Paracanthonchus sp.
BOBA.217	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.218	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.219	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.222	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.223	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Cyatholaimidae	D_5__Marylinia	D_6__Marylinia sp.
BOBA.224	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Leptolaimidae	D_5__Camacolaimus	D_6__Camacolaimus sp.
BOBA.225	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Metalinhomoeus	D_6__Metalinhomoeus sp.
BOBA.237	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.239	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Comesomatidae	D_5__Sabatieria	D_6__Sabatieria sp.
BOBA.240	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Leptolaimidae	D_5__Camacolaimus	D_6__Camacolaimus sp.
BOBA.243	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Desmolaimus	D_6__Desmolaimus sp.
BOBA.246	1	D_0__Eukaryota	D_1__Amorphea	D_2__Obazoa	D_3__Opisthokonta	D_4__Holozoa	D_5__Choanozoa	D_6__Metazoa	D_7__Animalia	D_8__BCP clade	D_9__Bilateria	D_10__Protostomia	D_11__Ecdysozoa	D_12__Nematozoa	D_13__Nematoda	D_14__Chromadorea	D_15__Monhysterida	D_16__Terschellingia longicaudata	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Monhysterida	D_4__Linhomoeidae	D_5__Terschellingia	D_6__Terschellingia sp.
BOBA.248	0	Unassigned	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marine	D_0__Eukaryota	D_1___Nematoda	D_2___Chromadorea	D_3__Chromadorida	D_4__Chromadoridae	D_5__Hypodontolaimus	D_6__Hypodontolaimus sp.
